#RunNumber	RunDate	Meteo_MeanTemperature	Meteo_MeanWindSpeed	Meteo_MeanWindDirection	Meteo_MeanRelativeHumidity	Meteo_MeanPressure	Lidar_Opacity_355nm	Lidar_Opacity_532nm	TC	MeanSystemRate	ZenithEqMeanSystemRate	ZenithEqMeanSystemRate/MeanSystemRate	Telescope	TriggerRate	CorrectedTriggerRate	MedianNSB	NSBRelativeVariation	NSBRelativeDispersion	CTRadiometer_MeanTemp	CTRadiometer_TempRelativeVariation	CTRadiometer_TempRelativeDispersion	MedianScaler	ScalerRelativeVariation	ScalerRelativeDispersion	MedianTriggerRate	TriggerRateVariation	TriggerRateDispersion	Tracking_ZenithMean
68507	2011-11-23_23:13:02	14.91710	3.00357	120.82000	19.90330	820.96400	0.48144	0.06465	0.98689	146.44500	205.23900	1.40147	1.00000	128.25000	127.06800	1.14255	-3.44076	6.02687	-44.73150	0.56380	0.23988	274.68700	-3.97935	7.06092	128.24800	1.17228	1.63703	46.18160
68508	2011-11-23_23:44:08	14.62660	3.41717	122.05700	21.04680	821.00200	0.46996	0.06350	0.99323	147.49800	204.77100	1.38830	1.00000	129.28300	129.88200	1.20880	9.62565	2.70490	-44.94830	0.28358	0.24713	201.73700	5.06496	6.41092	129.08300	0.07548	1.34432	45.77050
68509	2011-11-24_00:14:02	13.95230	3.29042	115.02500	22.88000	821.00200	0.45813	0.06221	0.98224	146.78800	202.32500	1.37835	1.00000	128.80700	130.96100	1.12302	9.99690	1.21373	-45.06720	-0.31755	0.22844	188.01800	23.45040	9.01336	128.56200	1.32047	1.68156	45.45020
68510	2011-11-24_00:44:12	13.53640	3.18707	115.52900	26.49510	821.00300	0.49556	0.06125	0.99324	141.48900	202.71400	1.43271	1.00000	124.21900	122.91800	1.08770	7.11056	2.22753	-44.58980	-0.25298	0.22523	178.01200	0.83468	7.90393	124.44800	-2.72202	1.79580	47.09860
68511	2011-11-24_01:14:22	13.25730	3.83031	112.74600	28.66660	821.00100	0.48678	0.06202	0.99673	140.87900	206.05400	1.46263	1.00000	123.46100	124.90800	1.12022	5.70436	1.39186	-44.48900	-0.34643	0.21232	154.89900	13.27040	6.31846	123.49000	-1.94713	1.99247	47.92100
68512	2011-11-24_01:44:17	12.77640	3.34732	115.04000	30.17570	821.00500	0.47452	0.06296	0.99607	137.54400	207.66100	1.50978	1.00000	121.20800	121.75000	1.14114	2.78161	1.31989	-44.40020	-0.54799	0.24558	153.77700	0.13146	14.76260	121.03100	-3.17959	1.95485	49.12220
68513	2011-11-24_02:14:12	12.20450	3.15013	113.08100	31.70110	821.00200	0.50480	0.06543	0.98488	137.06200	206.80400	1.50883	1.00000	120.70300	119.71100	1.21094	-2.79192	1.70431	-44.59890	-0.67753	0.22421	198.81400	-0.15316	8.95956	121.04200	-2.31206	1.55412	49.10590
68517	2011-11-24_18:46:17	18.92910	2.00793	114.98600	14.07170	821.00400	0.54813	0.06546	0.98290	265.95000	266.38300	1.00163	1.00000	172.75600	172.69900	0.76472	1.85650	4.62027	-47.58440	0.54921	0.22345	83.04680	-26.31090	7.44911	172.74800	-6.32595	1.49837	5.33923
68518	2011-11-24_19:18:35	18.00810	1.68611	105.88800	14.81830	821.99800	0.54168	0.05969	0.99919	264.41100	266.03600	1.00615	1.00000	173.51600	175.53200	0.73323	-14.25960	4.23726	-47.62380	-0.59239	0.21705	67.33460	-26.53960	7.93872	173.70700	-1.19758	1.49442	9.91588
68519	2011-11-24_19:48:46	17.06880	1.55672	105.54300	15.75190	822.00300	0.50525	0.06546	0.99824	259.39500	261.82800	1.00938	1.00000	170.58000	171.72600	0.65727	1.83036	0.68825	-47.58570	-0.41342	0.22230	45.00320	-4.34708	8.93157	170.55800	-1.04611	1.35712	11.99210
68520	2011-11-24_20:19:05	17.14960	2.13495	102.40800	15.04400	822.00000	0.49506	0.06677	0.99058	254.16600	261.92900	1.03054	1.00000	170.27200	171.83500	0.61979	-2.23153	0.64913	-47.26800	-0.69350	0.21371	44.58950	-4.97880	9.67361	170.13800	-0.73390	1.53112	19.67520
68521	2011-11-24_20:49:17	15.77580	1.21740	94.32600	16.45920	822.00200	0.52245	0.06289	0.98883	242.90000	258.89100	1.06583	1.00000	166.67900	167.08200	0.64268	0.27251	2.05045	-46.94360	-0.61182	0.24351	49.29370	-2.15408	7.11028	166.59600	-1.98192	1.92029	26.20840
68522	2011-11-24_21:19:28	14.86270	1.45104	88.24990	16.69940	822.00400	0.51723	0.06313	0.98549	228.36600	257.73700	1.12861	1.00000	161.52200	162.30700	0.62206	-0.72206	0.73012	-46.19250	-2.67923	0.21127	46.64770	-0.31604	9.52114	161.39200	-4.53226	1.43528	32.90700
68523	2011-11-24_21:49:39	15.40020	1.75574	93.80010	14.48250	822.00200	0.48569	0.06526	0.98360	257.35300	257.71200	1.00140	1.00000	168.71900	169.67900	0.55504	10.86830	2.85108	-48.62060	-0.44394	0.21637	39.64330	10.54810	10.05160	168.73600	-4.49463	1.77635	4.90040
68524	2011-11-24_22:20:14	14.82970	1.71148	90.66180	14.84130	822.00400	0.50788	0.06520	0.98275	257.30200	259.76000	1.00955	1.00000	170.48100	169.33200	0.56352	0.55197	1.23024	-48.22310	-0.59097	0.22409	35.43540	4.39490	7.89827	170.61900	0.76870	1.28298	12.08720
68525	2011-11-24_22:50:25	14.73930	1.77569	85.52390	14.83550	822.00200	0.48412	0.06544	0.96368	176.62300	250.33100	1.41731	1.00000	127.28500	129.01900	0.99512	10.48360	3.01456	-43.06860	0.23870	0.24697	126.00500	14.25900	8.02741	127.07700	0.58168	1.53580	46.65820
68526	2011-11-24_23:21:24	14.38980	2.07584	88.70410	15.47750	822.00000	0.51716	0.06599	0.95624	178.61300	249.11300	1.39471	1.00000	128.53300	130.39900	1.02018	1.87439	0.93236	-43.60730	1.01839	0.26393	114.75400	1.05891	10.05390	128.32900	0.45859	1.86542	45.97340
68527	2011-11-24_23:51:34	14.43680	2.60116	94.56900	15.28920	821.09600	0.50030	0.06406	0.95464	177.38600	246.06700	1.38719	1.00000	127.72200	128.01600	1.20546	15.64910	1.55528	-43.59310	-0.39749	0.25095	193.45900	26.24140	5.78710	127.54400	-1.59727	1.84120	45.73410
68528	2011-11-25_00:21:44	13.78670	2.31391	96.80080	16.25290	821.00200	0.49054	0.06582	0.95974	176.70600	243.99000	1.38077	1.00000	127.33300	125.23200	1.01355	1.55931	1.30746	-43.68350	0.32049	0.21669	117.49300	-17.67620	8.80636	127.34800	-0.34629	2.00279	45.52770
68529	2011-11-25_01:11:57	13.22260	2.69557	90.17290	17.42400	821.00200	0.49332	0.06559	0.92847	161.64000	229.62600	1.42060	1.00000	117.43000	120.31000	1.13449	3.82769	2.84972	-42.61480	-6.37148	3.69522	198.51000	-2.81530	7.38747	117.49900	-18.15540	8.49190	46.76420
68539	2011-11-25_18:47:09	19.75660	2.93944	227.13200	29.08630	821.00400	1.51623	0.20589	0.81203	176.31500	176.71000	1.00224	1.00000	114.24400	133.09000	0.68193	-1.06520	3.71518	-34.69220	53.68760	27.43990	63.04610	-7.62197	11.61210	114.70400	56.91280	30.96350	6.04815
68540	2011-11-25_19:19:13	18.49580	1.29975	219.94300	31.24540	821.00000	0.68911	0.10597	0.86199	185.83700	187.42400	1.00854	1.00000	121.71000	138.89900	0.69637	-8.28502	5.21702	-37.92770	44.81830	15.09420	68.70040	-17.87550	12.15130	121.70700	86.40130	18.73690	11.09830
68541	2011-11-25_19:49:24	17.17620	0.26650	127.48600	32.88330	821.00100	0.46982	0.06723	0.91556	222.98800	225.58500	1.01165	1.00000	147.27200	154.28500	0.64880	-9.29167	1.90194	-41.80760	28.84460	15.07290	46.93160	-9.43858	9.86909	147.33200	37.65940	16.57800	13.01340
68542	2011-11-25_20:19:43	16.18390	0.42171	128.72400	35.88570	821.45800	0.50495	0.06530	0.96797	235.42400	243.56500	1.03458	1.00000	158.62900	160.71300	0.70363	5.30435	1.67201	-44.07060	-0.84693	0.21055	75.97230	16.66310	8.72125	158.36100	-3.04270	1.38919	20.65500
68543	2011-11-25_20:49:46	15.60480	0.00000	90.00000	40.10740	821.71500	0.46713	0.06747	0.95537	224.65400	241.06000	1.07303	1.00000	154.25600	154.22100	0.73837	-1.14333	2.78081	-43.64880	-1.69743	0.24206	71.21010	0.30597	10.11340	154.37900	-2.12313	1.72591	27.19080
68544	2011-11-25_21:19:49	15.00290	0.00000	90.00000	42.49780	821.62100	0.48931	0.06510	0.98022	248.42800	248.48100	1.00022	1.00000	161.98800	161.17600	0.63883	-13.29220	3.07370	-45.80450	0.07293	0.24527	43.00380	-7.85160	14.90950	162.01200	0.30072	1.57785	1.98629
68545	2011-11-25_21:51:44	13.86740	0.00000	90.00000	44.73310	821.87200	0.45615	0.06195	0.96214	241.10700	241.83300	1.00301	1.00000	158.34700	157.78500	0.60575	-4.37296	1.54146	-45.85000	-0.05674	0.24359	43.09220	-13.06060	9.80486	158.74200	-1.85261	1.45112	7.08522
68546	2011-11-25_22:22:03	13.49230	0.00000	90.00000	44.98400	821.05000	0.48247	0.06798	0.95813	237.02700	239.63700	1.01101	1.00000	155.56100	155.27900	0.64911	-0.49417	0.97406	-45.78090	-0.00659	0.24416	48.70200	-5.37558	10.58010	155.73400	-0.45115	1.66985	12.87480
68547	2011-11-25_22:52:14	14.39900	0.00000	90.00000	40.25000	821.00100	0.47908	0.06444	0.00000	109.20600	154.48500	1.41462	1.00000	76.64960	104.19300	1.25041	-47.05500	16.16320	-29.99140	-122.02700	29.23780	362.63600	-81.85240	29.56590	76.72830	-150.12300	26.71880	46.49230
68548	2011-11-25_23:23:29	14.01180	0.00000	90.00000	41.30440	821.00000	0.00000	0.00000	0.00000	32.40380	45.31180	1.39835	1.00000	20.07940	1.47319	0.64632	16.32000	6.22084	-8.10768	128.90400	26.58570	54.94440	60.99970	28.44610	18.78800	9.00672	0.00000	46.08310
68549	2011-11-25_23:39:58	14.33330	0.00000	90.00000	36.86480	821.00000	6.44049	0.40948	0.81561	134.99400	187.33300	1.38771	1.00000	96.11770	105.03400	1.53977	-24.39990	18.68360	-37.04760	0.27670	21.48440	565.47600	-7.83327	28.20040	96.23500	0.98201	25.47920	45.75170
68550	2011-11-26_00:09:53	15.63220	1.49253	152.74200	26.01010	820.80100	0.53158	0.07008	0.84614	143.80600	198.30900	1.37900	1.00000	102.83300	109.07300	1.17753	8.15485	7.40623	-38.96330	10.78630	17.68310	261.02100	18.72840	15.72510	102.77600	16.78640	20.37670	45.46770
68551	2011-11-26_00:40:04	15.75630	1.56312	146.94300	22.42500	820.00500	14.19400	1.19687	0.85370	129.94800	180.82700	1.39154	1.00000	93.34350	105.98300	1.02634	-8.94594	9.12803	-35.23460	-3.67414	32.12420	184.78800	-25.51900	23.04980	93.36140	5.16249	32.84270	45.86160
68552	2011-11-26_01:10:07	16.49020	2.37171	146.47400	18.59480	820.00200	0.49798	0.06938	0.87069	146.47700	210.96300	1.44024	1.00000	105.92700	108.73100	1.23252	-16.73100	1.33890	-40.68370	-7.60937	3.65398	270.43900	-28.16010	6.44730	105.77200	-19.69960	6.50875	47.32010
68553	2011-11-26_01:40:18	16.78630	2.55693	136.37600	17.25810	820.00700	0.77163	0.11136	0.80761	110.46900	162.61000	1.47199	1.00000	78.83820	97.84130	1.02593	4.43124	7.51995	-34.60940	5.11324	23.56720	182.62800	-13.72100	19.92090	79.07090	-9.88966	36.12230	48.17210
68567	2011-11-26_19:27:52	16.90690	0.01175	92.58070	42.12870	821.00100	0.51407	0.06825	0.95557	240.14400	243.17300	1.01262	1.00000	158.39700	157.42100	0.70071	1.72361	1.23806	-38.10080	2.13245	0.60204	78.47600	-9.11145	7.49835	158.65100	-1.87682	1.57750	13.70280
68568	2011-11-26_20:04:17	16.13960	0.01052	89.53870	42.35420	821.04500	0.49751	0.06089	0.94180	230.48600	235.49700	1.02174	1.00000	154.17100	155.11500	0.65948	7.65960	1.03170	-38.61990	1.37374	0.34527	71.11520	-1.01789	7.61613	154.00300	-2.28846	1.61757	17.17730
68569	2011-11-26_20:34:36	15.01760	0.24310	74.04280	52.22630	821.19000	0.50021	0.06663	0.92810	219.40600	232.02400	1.05751	1.00000	149.56600	150.02700	0.67315	-3.51139	1.80697	-38.51510	-0.96294	0.33031	81.00630	5.55279	9.67252	149.43100	-3.00177	1.40829	24.97950
68570	2011-11-26_21:04:39	13.97350	0.26160	95.86150	55.23590	821.00100	0.48457	0.06328	0.94986	237.62500	237.84400	1.00092	1.00000	155.17900	154.99000	0.56371	-6.68153	2.25755	-40.31040	0.03490	0.27013	57.37500	-12.55270	8.47298	154.92500	0.00743	1.53620	4.04816
68571	2011-11-26_21:36:35	13.77090	0.52283	31.38270	53.67540	821.00300	0.48241	0.06704	0.95383	238.53500	238.78700	1.00106	1.00000	155.53000	154.46000	0.54333	-8.24630	1.67909	-40.70750	1.35305	0.31578	52.71720	-7.01535	6.71299	155.63900	-1.62877	1.74920	4.28203
68572	2011-11-26_22:07:58	14.22720	1.30469	88.07420	50.09660	821.00000	0.47279	0.06572	0.94720	234.48200	236.51200	1.00866	1.00000	155.81700	158.06500	0.52314	0.55295	0.82189	-40.67720	-0.19209	0.40364	44.62910	1.98168	6.87055	155.31500	0.83116	1.59663	11.56280
68573	2011-11-26_22:38:16	14.00320	0.07276	89.68570	52.84290	821.00000	0.51225	0.06788	0.93793	228.51100	233.66800	1.02257	1.00000	152.77100	152.97600	0.53838	3.81659	1.43486	-40.04350	-1.31234	0.26825	47.08360	-2.30283	6.24981	152.82200	-2.91497	1.56747	17.44410
68574	2011-11-26_23:08:27	14.02990	0.21224	111.50100	52.66570	820.84200	0.50222	0.06571	0.90447	158.60000	221.55900	1.39697	1.00000	113.82600	112.65400	0.93312	5.04454	1.45470	-35.09710	2.62269	0.53319	132.86300	3.91909	7.23415	113.89500	0.66887	1.95927	46.04280
68575	2011-11-26_23:39:41	13.04190	0.50485	113.24500	55.18340	820.00300	0.52255	0.06471	0.89826	156.14800	216.63300	1.38736	1.00000	112.26900	113.08300	0.96817	-5.41032	1.14609	-35.57300	-1.32123	0.39964	126.52000	-0.49425	9.12414	112.24400	-0.69714	1.60276	45.73990
68576	2011-11-27_00:09:51	12.46540	1.02627	59.33050	57.26620	820.00000	0.00000	0.00000	0.00000	157.90400	215.48400	1.36465	1.00000	119.26200	122.19700	0.69937	-0.32544	1.33178	-35.47090	-0.04873	0.21878	75.21290	8.30582	7.78776	118.57400	2.51281	1.44914	45.00000
68577	2011-11-27_00:18:49	12.46030	1.01919	39.10470	57.24280	820.00300	0.00000	0.00000	0.00000	167.58600	228.69700	1.36465	1.00000	117.55600	120.66900	0.92745	2.36903	2.63310	-35.50700	0.31404	0.23222	141.58800	17.28590	9.15367	117.58600	0.19779	1.69040	0.
68578	2011-11-27_00:29:41	12.63940	0.84303	37.21490	57.42780	820.00200	0.00000	0.00000	0.00000	158.23100	215.93000	1.36465	1.00000	119.35600	123.84800	0.61478	-0.48962	1.30797	-35.81380	0.15255	0.23470	56.19320	-8.55125	7.00506	119.51400	-0.42753	1.70950	45.00000
68579	2011-11-27_00:38:39	12.76680	0.00000	90.00000	57.66090	820.00000	0.00000	0.00000	0.00000	150.69900	205.65100	1.36465	1.00000	107.33100	109.05100	0.71026	0.04872	1.80352	-35.76710	3.76336	1.42452	77.13600	-3.75296	8.46488	107.32800	16.14910	4.77065	45.00000
68580	2011-11-27_00:47:37	12.27060	0.10516	101.52900	57.99980	820.00000	0.00000	0.00000	0.00000	162.20000	221.34600	1.36465	1.00000	121.37800	122.53000	0.70199	-1.40085	2.67490	-36.29390	-0.26739	0.25328	74.04000	1.72941	7.45669	121.78500	0.35354	1.11754	45.00000
68581	2011-11-27_00:56:35	11.12610	0.00000	90.00000	60.97430	820.00000	0.00000	0.00000	0.00000	166.16500	226.75800	1.36465	1.00000	120.56800	127.54300	0.73940	-5.03836	1.31510	-35.90130	0.12083	0.41763	82.18550	-10.18810	8.92521	120.16900	5.00862	2.62892	45.00000
68584	2011-11-27_01:45:25	11.49310	0.85625	31.00630	61.12300	820.00000	0.00000	0.00000	0.00000	170.77000	233.04200	1.36465	1.00000	123.71300	125.25300	0.73712	1.39710	1.57586	-36.15360	0.52355	0.22826	61.72290	2.42970	9.90281	123.78100	-0.66607	1.99939	45.00000
68585	2011-11-27_01:55:29	11.39750	0.51512	46.01860	58.89510	820.00800	0.00000	0.00000	0.00000	167.50900	228.59300	1.36465	1.00000	120.57200	126.13400	0.84783	1.01832	2.16883	-36.19400	-0.21305	0.26899	87.26280	-18.18940	16.55050	120.00800	1.46596	1.92972	45.00000
68586	2011-11-27_02:06:20	10.97120	0.42667	56.49000	62.43160	819.53300	0.00000	0.00000	0.00000	167.94200	229.18200	1.36465	1.00000	124.50700	133.24400	0.60571	1.99719	2.24179	-36.31910	-0.53231	0.32136	43.77660	14.56010	7.98456	123.54900	-0.93876	1.76151	45.00000
68596	2011-11-27_19:43:23	17.92930	2.52491	251.20900	25.17680	820.73200	0.00000	0.00000	0.99815	263.13200	266.70600	1.01358	1.00000	174.88100	176.49500	0.63404	-5.18237	1.59050	-45.88990	-2.31660	0.29247	47.09310	-18.70290	6.58994	174.35000	-4.15782	1.50662	14.15400
68597	2011-11-27_20:14:38	16.99440	1.57753	300.06700	26.70050	821.00200	0.00000	0.00000	0.98851	249.58100	258.31000	1.03497	1.00000	169.16200	168.92400	0.64284	4.98263	0.83166	-45.00810	-0.68461	0.33824	45.56140	1.87920	6.60255	169.28500	-2.22829	1.40658	20.74280
68598	2011-11-27_20:44:57	16.16840	0.94429	288.40300	27.56420	821.00200	0.00000	0.00000	0.99420	259.84200	260.67000	1.00319	1.00000	169.96400	170.56500	0.58801	3.43702	4.54564	-45.94650	1.72589	0.32126	38.14450	-3.94881	6.82539	169.96400	0.86626	1.71828	7.34834
68599	2011-11-27_21:16:52	15.73260	0.82810	269.36400	27.55260	821.00200	0.00000	0.00000	0.99476	259.57800	259.63000	1.00020	1.00000	169.24400	169.89200	0.58267	-4.00646	2.82105	-45.97310	-2.05507	0.29454	36.48160	-7.22460	6.72733	168.91100	0.95777	1.51486	1.89421
68600	2011-11-27_21:47:11	14.76230	1.31164	277.48800	28.86820	821.00200	0.00000	0.00000	0.99913	259.49300	260.45600	1.00371	1.00000	170.62900	172.39600	0.56986	-5.06565	1.90350	-45.95580	0.09250	0.34633	33.14760	-5.31562	6.61517	170.28400	-0.10097	1.48576	7.81592
68601	2011-11-27_22:17:30	14.54220	0.91941	253.34700	28.69330	821.00100	0.00000	0.00000	0.99580	255.07100	258.26700	1.01253	1.00000	168.93400	168.46400	0.61684	3.58177	0.86362	-44.99160	-3.47053	0.53748	39.08530	8.49519	6.32575	169.11700	-2.05684	1.55878	13.62490
68602	2011-11-27_22:47:41	14.81420	1.21841	320.49800	27.68010	821.00600	0.00000	0.00000	0.96378	173.97800	250.88200	1.44203	1.00000	125.30800	124.37300	0.94994	3.45989	1.38883	-39.53560	1.06237	0.41401	98.97750	5.76379	6.57256	125.32200	2.99233	1.65679	47.36990
68604	2011-11-27_23:32:58	13.56690	1.38274	85.67340	29.96790	821.00300	0.00000	0.00000	0.00000	106.26200	147.01100	1.38347	1.00000	92.81970	106.91900	1.07197	-20.75540	3.93596	-40.41720	-1.50137	0.38797	225.54400	-2.06198	8.10194	106.26300	-1.54519	1.88128	45.62380
68607	2011-11-28_00:00:17	13.65920	0.16919	81.66410	29.87700	821.00100	0.00000	0.00000	0.96703	177.25100	244.36200	1.37862	1.00000	127.21500	127.73100	1.25737	-3.73726	1.42982	-39.31110	-0.76707	0.34739	282.99600	-2.80447	9.22303	127.00700	-0.77060	1.66911	45.45910
68608	2011-11-28_00:30:28	13.48730	0.52000	84.23660	30.32530	821.00200	0.00000	0.00000	0.94742	172.00000	243.12300	1.41351	1.00000	124.46800	124.18700	1.18659	2.06846	0.90467	-39.37520	1.92798	0.40180	264.37600	-17.94680	7.49062	124.44800	-1.55392	1.65008	46.53920
68609	2011-11-28_01:00:31	14.12350	1.33620	88.63650	29.17360	821.00300	0.00000	0.00000	0.95800	167.90000	241.51600	1.43845	1.00000	121.56900	122.28800	1.11667	-1.54628	1.28997	-39.65190	0.93619	0.41592	190.82600	-19.53330	7.35491	121.66200	-0.57825	1.75576	47.25770
68610	2011-11-28_01:30:26	13.82060	1.22938	85.69430	31.23560	821.00400	0.00000	0.00000	0.94785	163.61400	242.13800	1.47994	1.00000	119.95300	120.92600	1.15522	-2.09688	2.05499	-39.41700	-0.50877	0.34759	191.76300	-3.26780	6.75793	119.82900	-3.23443	1.59227	48.37460
68611	2011-11-28_02:00:21	13.52170	0.86599	87.11720	33.18100	821.00000	0.00000	0.00000	0.94419	156.92200	241.77200	1.54071	1.00000	115.54400	115.26500	1.10961	0.87163	1.56186	-39.19000	-0.23343	0.37178	193.58200	3.92272	6.18962	115.65000	-2.98794	1.46081	49.84990
68618	2011-11-28_20:33:04	16.68540	1.20356	264.98500	21.26530	822.00200	0.46853	0.06489	0.94322	231.08400	246.93300	1.06859	1.00000	162.38800	162.99700	0.69233	-13.80850	2.52480	-41.39030	-1.91363	0.27434	86.52980	-53.06090	11.27630	162.33500	-5.52550	1.84328	26.60140
68619	2011-11-28_21:04:13	17.04740	2.77018	338.07000	21.00970	822.00000	0.50079	0.06387	0.00000	225.65400	247.48800	1.09676	1.00000	157.66500	159.13300	0.66682	-0.33133	0.72438	-40.76680	0.22072	0.21424	67.26230	0.55040	9.68866	157.82800	-2.58585	1.60101	30.03160
68621	2011-11-28_21:48:32	16.07090	2.19265	330.17400	25.14650	821.27200	0.00000	0.00000	0.00000	251.69100	252.21500	1.00208	1.00000	164.07900	165.64200	0.63060	2.40233	0.77160	-42.47660	-0.90403	0.20963	47.99220	-1.00714	7.40776	162.73800	3.62775	2.44242	5.99460
68622	2011-11-28_21:58:15	16.47100	2.56735	339.41200	24.80460	821.99200	0.00000	0.00000	0.00000	214.12700	215.00100	1.00408	1.00000	141.11200	143.20200	0.57538	-3.47495	2.05862	-40.79160	-2.20430	2.78250	50.05920	-22.89860	11.55420	141.86200	-17.83740	6.10231	8.27778
68624	2011-11-28_22:14:21	15.99980	1.20081	292.12500	25.07550	821.09400	0.58730	0.07913	0.89116	189.32900	192.15900	1.01495	1.00000	123.39200	145.95300	0.57573	-11.82060	4.91047	-34.16270	70.35600	26.79840	41.48140	-22.58280	10.92000	123.04300	79.75850	27.56440	14.30020
68625	2011-11-28_22:44:31	16.53510	0.99748	241.35300	22.65490	821.00200	0.51034	0.07044	0.73218	87.70540	126.50800	1.44242	1.00000	58.91840	80.09350	0.73281	-3.21707	11.22940	-21.49230	-46.17160	54.53060	62.21250	-9.54041	22.45110	58.77430	-58.57180	50.90720	47.34830
68626	2011-11-28_23:15:38	16.25730	1.29833	175.63400	22.44950	821.00400	0.52532	0.06521	0.71594	87.89650	124.93600	1.42140	1.00000	61.58210	83.86890	0.84891	4.45745	8.16566	-22.83920	0.48589	39.20690	75.58930	-1.24143	15.72120	61.74230	15.97570	45.40650	46.78150
68627	2011-11-28_23:45:40	16.27860	1.67180	309.00700	20.50270	821.00500	0.52882	0.07052	0.73782	91.84900	126.57100	1.37803	1.00000	61.92170	89.36760	0.80726	-12.10730	8.58790	-22.97270	-67.65970	45.20930	71.35870	-38.35960	18.87740	61.65230	-82.34000	45.19410	45.43850
68628	2011-11-29_00:15:52	15.93180	2.90244	187.60600	24.90910	821.00200	-6.35736	-26.76490	0.70708	86.32840	121.59200	1.40848	1.00000	58.78840	81.13860	0.84401	6.82799	6.51955	-24.18160	37.02860	35.01840	71.47450	12.74090	14.06560	58.87600	28.11030	46.35940	46.38640
68629	2011-11-29_00:46:18	15.49690	1.86083	97.97270	28.09950	821.00400	-10.13720	3.64482	0.00000	115.47000	165.17100	1.43043	1.00000	81.53520	101.66200	0.89463	16.97250	4.98435	-29.37900	94.30030	25.47180	78.70560	28.86580	11.01140	81.46590	117.25600	25.64910	46.96420
68630	2011-11-29_01:16:13	14.89890	0.75378	213.56200	29.43250	821.00100	0.49079	0.06502	0.92783	158.64800	232.24000	1.46387	1.00000	115.68100	118.38600	0.93758	1.53359	1.03958	-37.76070	-0.74186	1.58555	85.73070	1.68312	5.61508	115.69600	4.36581	3.77111	47.94750
68637	2011-11-29_21:17:08	14.87790	0.00000	90.00000	28.22670	822.00000	0.43063	0.05922	0.98502	257.89200	258.02400	1.00051	1.00000	170.09800	170.61600	0.65576	1.28247	2.06114	-41.69930	0.05159	0.27422	74.38690	-33.76590	16.69470	169.96500	-4.89170	1.31861	2.99546
68638	2011-11-29_21:47:27	14.62440	0.00000	90.00000	29.54110	821.40600	0.45361	0.06064	0.98173	251.68300	252.83000	1.00456	1.00000	165.89300	167.04700	0.61371	1.40855	0.77038	-41.57050	-1.30733	0.29538	54.18320	7.86824	11.65180	165.85300	-2.46230	1.22165	8.62365
68639	2011-11-29_22:17:39	14.51180	0.90181	12.35610	31.44650	821.00400	0.46875	0.06172	0.93894	163.50800	239.87800	1.46707	1.00000	118.29700	117.34800	0.98980	-1.74621	4.30437	-35.01790	1.20377	0.27284	216.07800	-12.60280	7.51607	118.55400	0.57098	2.01954	48.05220
68640	2011-11-29_22:48:53	14.19360	0.56259	90.64100	32.47750	821.00000	0.48205	0.05834	0.94777	166.24500	238.57400	1.43507	1.00000	120.29000	121.80800	1.06332	5.63083	2.37455	-35.70650	0.53833	0.41165	252.57800	-27.96320	8.80707	119.96900	-0.47331	1.90107	47.17190
68641	2011-11-29_23:18:48	14.05220	0.95255	51.73580	31.41640	821.00300	0.47339	0.06163	0.94917	171.43300	237.03800	1.38269	1.00000	123.28800	123.89500	1.13954	-6.82251	1.02707	-35.83800	-0.01735	0.35407	413.14000	-26.39490	12.35780	123.27100	3.03572	1.64454	45.59370
68642	2011-11-29_23:48:51	14.69700	0.10872	78.52490	27.01430	821.00100	0.47496	0.06029	0.95226	168.19800	236.05600	1.40344	1.00000	121.60500	122.99400	1.12463	7.73335	1.60595	-35.67520	-0.63130	1.00883	405.99100	-10.02760	8.61227	121.49400	0.41066	1.66274	46.23890
68643	2011-11-30_00:19:02	14.54110	0.00000	90.00000	22.55840	821.00100	0.49898	0.06147	0.98531	229.67100	250.83100	1.09213	1.00000	154.28200	155.39400	1.04346	14.06480	2.82187	-39.63370	-0.14204	0.36431	265.71000	43.91150	14.60660	154.27600	-0.53635	1.50249	29.55130
68644	2011-11-30_00:51:20	14.66760	0.00000	90.00000	21.18450	820.57300	0.46464	0.06289	0.00000	111.30100	121.31900	1.09001	1.00000	71.30750	129.39200	0.93920	-27.70710	11.36010	-19.62490	-171.23600	66.02040	168.87700	-34.03730	27.29710	71.36100	-150.17500	60.14060	29.40880
68645	2011-11-30_01:21:32	16.21360	1.20319	75.87520	17.40130	821.00100	0.95027	0.14030	0.66993	75.24640	83.70970	1.11247	1.00000	49.13370	86.52280	0.84737	-31.22570	19.79080	-13.05160	-122.29800	113.42300	139.43600	-56.36980	34.56610	49.26670	-76.57260	68.30190	31.69600
68646	2011-11-30_01:51:43	16.39030	0.80722	75.18910	17.65140	820.81700	-13.83600	-2.12023	0.00000	147.03300	167.92900	1.14212	1.00000	99.09090	126.99300	0.99936	15.83950	8.62633	-26.92420	108.21100	39.89930	208.20800	23.06000	18.24230	98.92080	107.47500	34.18660	33.69870
68657	2011-11-30_21:56:40	16.75510	0.51689	112.01400	24.76600	821.00300	0.61756	0.09614	0.92490	237.89100	240.42300	1.01065	1.00000	160.35600	159.18800	0.69554	-3.27064	1.85872	-41.64650	0.70890	2.23233	56.31280	-25.40060	9.48358	160.28300	-0.64314	4.04360	12.69490
